id,visit_id,visit_date,engineer_skill_level,engineer_note,outcome,task_id,tavg
2304,1,2020-02-20 00:00:00,5,201 200 183,SUCCESS,TASK8873,7.8
2305,2,2020-02-20 00:00:00,5,147 118 43 18 141 125,FAIL,TASK9006,7.8
2306,0,2020-02-20 00:00:00,1,154 109 41 125 71 26 50 70 180 165 8 13 82 27 167,SUCCESS,TASK9010,7.8
2307,0,2020-02-20 00:00:00,2,13 11 8 103 105 197 45,SUCCESS,TASK9095,7.8
2308,1,2020-02-20 00:00:00,5,170 151 90 121 122,SUCCESS,TASK9229,7.8
2309,0,2020-02-20 00:00:00,5,203 71 146 64 124 77 11 65 14 1 36 171,FAIL,TASK9482,7.8
2310,1,2020-02-20 00:00:00,2,2 74 12 123 59 136,FAIL,TASK9643,7.8
2311,0,2020-02-20 00:00:00,4,63 173 72 51 10 73 138 46 101 71,SUCCESS,TASK9802,7.8
2312,0,2020-02-21 00:00:00,4,173 21 183 121 36 75 124 157 56,FAIL,TASK1013,7.8
2313,1,2020-02-21 00:00:00,4,121 73 97 92 115 32 199 171 127 33 96,FAIL,TASK1160,7.8
2314,1,2020-02-21 00:00:00,2,95 49 160 63 107,SUCCESS,TASK1580,7.8
2315,0,2020-02-21 00:00:00,5,152 47 52 159 97 117 67 145 74 80 7 77 168 60 48,FAIL,TASK1746,7.8
2316,0,2020-02-21 00:00:00,1,180 162 46 72,FAIL,TASK1829,7.8
2317,1,2020-02-21 00:00:00,5,30 88 130 169 140 185 8,FAIL,TASK2154,7.8
2318,0,2020-02-21 00:00:00,4,78 55 84 199 171 88 16 127 132 145 121 13,SUCCESS,TASK2192,7.8
2319,2,2020-02-21 00:00:00,5,33 86 137 152 52 202 62 200,SUCCESS,TASK2199,7.8
2320,0,2020-02-21 00:00:00,1,190 2 142 107 29 37 151 90,FAIL,TASK2385,7.8
2321,0,2020-02-21 00:00:00,1,72 194 203 53 160 52 170 166 165 73 171,SUCCESS,TASK2444,7.8
2322,1,2020-02-21 00:00:00,2,128 63 23 25 85 84 98 131 95 199 150 17 34 129 54,FAIL,TASK2628,7.8
2323,0,2020-02-21 00:00:00,5,174 4 116,SUCCESS,TASK3037,7.8
2324,0,2020-02-21 00:00:00,5,162 155 87 142 81 29 126 111 77,SUCCESS,TASK303,7.8
2325,0,2020-02-21 00:00:00,2,38 81 36 86 22 192 185 97 1 189 94,FAIL,TASK3572,7.8
2326,0,2020-02-21 00:00:00,2,49 73 70 24 129 92 63 128 13 111 159 88 115 83 106,SUCCESS,TASK4288,7.8
2327,1,2020-02-21 00:00:00,1,203 187 189 131 194 174 72 62 19 136 35,SUCCESS,TASK4396,7.8
2328,0,2020-02-21 00:00:00,4,141 53 137 152 203,SUCCESS,TASK4437,7.8
2329,3,2020-02-21 00:00:00,3,124 50 122 16 114 25,SUCCESS,TASK4505,7.8
2330,0,2020-02-21 00:00:00,1,202 45 186 177 159 151 60 125 52,SUCCESS,TASK4824,7.8
2331,0,2020-02-21 00:00:00,5,137 124 71 7 33,SUCCESS,TASK5058,7.8
2332,1,2020-02-21 00:00:00,3,30 89 49 168,FAIL,TASK5555,7.8
2333,0,2020-02-21 00:00:00,4,175 58 127 13 193 68 134 81 32 25 139 183 66 90 84,SUCCESS,TASK5760,7.8
2334,0,2020-02-21 00:00:00,5,33 179 34 70 175 108 180 134 126 135 31 20 54,SUCCESS,TASK5931,7.8
2335,0,2020-02-21 00:00:00,4,144 193 23 62 30 97 128 115 101,FAIL,TASK6208,7.8
2336,1,2020-02-21 00:00:00,1,105 30 108 191 124 77 174 185 3 24 92 142 167,SUCCESS,TASK6305,7.8
2337,1,2020-02-21 00:00:00,4,23 32 54 52 109 20 95 142 47 102 149 112 163 147,FAIL,TASK6326,7.8
2338,0,2020-02-21 00:00:00,2,112 113 148 76 128 89 42,FAIL,TASK637,7.8
2339,1,2020-02-21 00:00:00,3,167 47 112 159 33,SUCCESS,TASK6462,7.8
2340,0,2020-02-21 00:00:00,4,133 184 73 8 131 64 3 110 148 130 118 21,SUCCESS,TASK6751,7.8
2341,0,2020-02-21 00:00:00,2,37 148 111 96 137 50 99 131,SUCCESS,TASK6932,7.8
2342,0,2020-02-21 00:00:00,5,115 87 60 128 152 39 179 185 182 17 97 167 80 9 172,SUCCESS,TASK7034,7.8
2343,3,2020-02-21 00:00:00,3,17 106 40 68 176 192 66 127 35 152 88 193 202,SUCCESS,TASK7232,7.8
2344,0,2020-02-21 00:00:00,2,173 77 172 192 71 62 95 55 193 33 45 81 106 201,FAIL,TASK7739,7.8
2345,1,2020-02-21 00:00:00,5,192 158 43 38 157 42 115 103 63 16 195,SUCCESS,TASK7758,7.8
2346,0,2020-02-21 00:00:00,4,200 186 92 6 75 153 171 154 128 166,FAIL,TASK7868,7.8
2347,0,2020-02-21 00:00:00,4,153 43 102 201 108 181 202,SUCCESS,TASK804,7.8
2348,0,2020-02-21 00:00:00,4,34 117 118 97 195 176,FAIL,TASK8098,7.8
2349,0,2020-02-21 00:00:00,4,154 33 189 129,FAIL,TASK8176,7.8
2350,0,2020-02-21 00:00:00,2,8 122 150 199 5 71 106 203,FAIL,TASK8202,7.8
2351,1,2020-02-21 00:00:00,3,124 84 22 198 141 119 175 85 139 110 96 174 90 177 25,FAIL,TASK8234,7.8
2352,1,2020-02-21 00:00:00,5,171 111 86 143 161 45 194 132 63 59 160 173 61,SUCCESS,TASK8324,7.8
2353,0,2020-02-21 00:00:00,1,164 187 16 80 101 60 10 75 112 160 159 71 12 0,FAIL,TASK8604,7.8
2354,0,2020-02-21 00:00:00,2,22 63 72 41 70 154 99,FAIL,TASK8683,7.8
2355,0,2020-02-21 00:00:00,1,54 172 40 91 79 198 66 108 24,SUCCESS,TASK8691,7.8
2356,0,2020-02-21 00:00:00,5,4 192 182 186 91 203,SUCCESS,TASK8902,7.8
2357,0,2020-02-21 00:00:00,5,31 154 136 157 161 141 145 105 188 14 48 15,SUCCESS,TASK8940,7.8
2358,2,2020-02-21 00:00:00,2,180 157 53 2 11,SUCCESS,TASK8951,7.8
2359,1,2020-02-21 00:00:00,2,173 172 158 30 191 83 141 188 160 25 145,FAIL,TASK8995,7.8
2360,0,2020-02-21 00:00:00,1,16 118 5 111 15 197 189 83 184 202 112 113 117 41 49,FAIL,TASK9134,7.8
2361,0,2020-02-21 00:00:00,4,192 198 128 6 92 22 188,SUCCESS,TASK9226,7.8
2362,2,2020-02-21 00:00:00,5,113 179 133 95 157 164 71 23 34,SUCCESS,TASK9561,7.8
2363,1,2020-02-21 00:00:00,2,13 100 72 103 174 97 186 24,FAIL,TASK9925,7.8
2364,1,2020-02-22 00:00:00,3,41 15 132 94 33 188 121 113 150 43,FAIL,TASK1427,11.0
2365,0,2020-02-22 00:00:00,3,171 113 126 65 46,SUCCESS,TASK1620,11.0
2366,0,2020-02-22 00:00:00,4,86 79 73 91 202,FAIL,TASK1636,11.0
2367,0,2020-02-22 00:00:00,4,12 2 151 79,SUCCESS,TASK1760,11.0
2368,0,2020-02-22 00:00:00,2,191 160 182 88 94 128 164 72 123 172,SUCCESS,TASK2502,11.0
2369,0,2020-02-22 00:00:00,2,48 154 28 19 69 172 62 41 129 5 50,FAIL,TASK2653,11.0
2370,0,2020-02-22 00:00:00,5,44 147 81 1 66 21 158 41,SUCCESS,TASK2824,11.0
2371,0,2020-02-22 00:00:00,3,113 49 25 26 45 34 124 10 140 197 150,FAIL,TASK2931,11.0
2372,0,2020-02-22 00:00:00,5,78 94 6 2 150 49 72 21 13,SUCCESS,TASK3133,11.0
2373,3,2020-02-22 00:00:00,2,78 0 172 34 195,FAIL,TASK3533,11.0
2374,0,2020-02-22 00:00:00,2,22 98 73 14 61 159 5 79 82 68 52,SUCCESS,TASK3632,11.0
2375,1,2020-02-22 00:00:00,4,12 61 43 73 135 129 48,FAIL,TASK3971,11.0
2376,2,2020-02-22 00:00:00,4,141 147 152 165 68 70 82 22 58 121 18 39 11 119,FAIL,TASK4081,11.0
2377,1,2020-02-22 00:00:00,3,153 77 8 89 60 187 193 162 7 6 115 118 169 45,FAIL,TASK4170,11.0
2378,0,2020-02-22 00:00:00,4,144 59 128 156 124 23 109 118 202 19 54 94,SUCCESS,TASK4193,11.0
2379,1,2020-02-22 00:00:00,5,111 160 175 178 37 201 23 112,SUCCESS,TASK4228,11.0
2380,1,2020-02-22 00:00:00,4,119 80 67 179,SUCCESS,TASK4235,11.0
2381,1,2020-02-22 00:00:00,4,55 41 130 72 99 30 74 35 137,FAIL,TASK4419,11.0
2382,0,2020-02-22 00:00:00,3,180 147 145 85 144 105 140 90 67 201,FAIL,TASK4503,11.0
2383,0,2020-02-22 00:00:00,3,199 135 197 176 113 147 156 132 194 128 2,FAIL,TASK462,11.0
2384,4,2020-02-22 00:00:00,2,49 19 98 85,SUCCESS,TASK467,11.0
2385,0,2020-02-22 00:00:00,3,51 49 93,SUCCESS,TASK5007,11.0
2386,0,2020-02-22 00:00:00,5,3 161 186 163 118 13 15 191,SUCCESS,TASK5088,11.0
2387,0,2020-02-22 00:00:00,5,162 55 114 165 109 202 31 33 16 63 82 69 106 65 132,SUCCESS,TASK549,11.0
2388,0,2020-02-22 00:00:00,3,96 103 114 35 70 12 41 6 3 7 93 182 102 157 45,FAIL,TASK59,11.0
2389,0,2020-02-22 00:00:00,1,126 23 130 198 176 40 174 93 197 188 124 77,FAIL,TASK6400,11.0
2390,1,2020-02-22 00:00:00,5,155 33 90 124 46 26 129 63 97 153 88 163 137,SUCCESS,TASK6468,11.0
2391,1,2020-02-22 00:00:00,2,171 59 0 30 173 145 163,SUCCESS,TASK6705,11.0
2392,0,2020-02-22 00:00:00,5,53 109 140 124 120 201,SUCCESS,TASK6740,11.0
2393,1,2020-02-22 00:00:00,2,13 4 127 28 49 52,FAIL,TASK701,11.0
2394,0,2020-02-22 00:00:00,4,163 101 76 131 13 181 161 201 69,SUCCESS,TASK7043,11.0
2395,0,2020-02-22 00:00:00,5,48 98 74 20 200,FAIL,TASK7176,11.0
2396,0,2020-02-22 00:00:00,4,101 39 122 189 17 114 113 90 171 59 126 63,SUCCESS,TASK7230,11.0
2397,0,2020-02-22 00:00:00,4,151 157 21 120 107 62 16 158 195 109 165 82,SUCCESS,TASK7266,11.0
2398,1,2020-02-22 00:00:00,4,112 143 35 56 165 7 192 87,SUCCESS,TASK7537,11.0
2399,0,2020-02-22 00:00:00,2,94 52 143 193 179 2 140 132 126 46 190 14 181 89 163,FAIL,TASK7609,11.0
2400,0,2020-02-22 00:00:00,5,63 156 70 9 202 201 43 41 163 24 15 132 161,FAIL,TASK7725,11.0
2401,0,2020-02-22 00:00:00,1,170 113 106,SUCCESS,TASK7740,11.0
2402,0,2020-02-22 00:00:00,1,115 162 36,FAIL,TASK7749,11.0
2403,1,2020-02-22 00:00:00,2,153 167 201 52 16,FAIL,TASK7836,11.0
2404,4,2020-02-22 00:00:00,1,92 138 101 191 100 192 69 118 168 57 79,SUCCESS,TASK8053,11.0
2405,1,2020-02-22 00:00:00,2,78 158 73 30 7 68 141 100 128 91 153 44 25 32 92,FAIL,TASK8098,11.0
2406,1,2020-02-22 00:00:00,2,62 195 201 203 172 134 34 102 82,FAIL,TASK8116,11.0
2407,1,2020-02-22 00:00:00,2,61 129 173 26 31 14 1 158,FAIL,TASK821,11.0
2408,2,2020-02-22 00:00:00,3,61 184 82 85 133 47 109 30 148 144,SUCCESS,TASK831,11.0
2409,0,2020-02-22 00:00:00,2,94 95 132 119 145 65 130 144 69 148 199 117,FAIL,TASK8535,11.0
2410,1,2020-02-22 00:00:00,3,61 133 15 66 142 80 119 51 96 137 182 145 129 73,SUCCESS,TASK8649,11.0
2411,0,2020-02-22 00:00:00,4,90 32 61 164 77,FAIL,TASK8722,11.0
2412,3,2020-02-22 00:00:00,2,124 51 121 6 54 8 36 30 203,FAIL,TASK9006,11.0
2413,0,2020-02-22 00:00:00,5,104 109 165 70 43 134 194 2 63 95 58,SUCCESS,TASK9041,11.0
2414,0,2020-02-22 00:00:00,4,41 170 74 31 78 154 33 125 113 192,SUCCESS,TASK9183,11.0
2415,1,2020-02-22 00:00:00,2,13 32 199 110 96 185 1 128 70 61 171 24 91,FAIL,TASK9327,11.0
2416,0,2020-02-22 00:00:00,4,57 123 153 101 115 55 47 139 202 143,FAIL,TASK9555,11.0
2417,0,2020-02-22 00:00:00,4,17 47 195 16 82,FAIL,TASK9639,11.0
2418,0,2020-02-22 00:00:00,3,64 151 95 96 144 157 28 31 133 126 134 181 180,FAIL,TASK9684,11.0
2419,0,2020-02-22 00:00:00,3,12 149 131 189 150 2 4,FAIL,TASK9706,11.0
2420,0,2020-02-23 00:00:00,1,53 81 198 113 69 48 67 25 76 62 118 201,FAIL,TASK1024,11.0
2421,1,2020-02-23 00:00:00,5,42 59 191 134 46 122 96 111 176 80 89 175 202,SUCCESS,TASK1026,11.0
2422,0,2020-02-23 00:00:00,1,22 165 130 28 179 40 14 181 108 71 91 195 164 149 200,FAIL,TASK1113,11.0
2423,0,2020-02-23 00:00:00,4,70 101 89 164 87 60 166 81 201,SUCCESS,TASK1563,11.0
2424,1,2020-02-23 00:00:00,2,101 195 121 147 53 107 140 194 70,FAIL,TASK1636,11.0
2425,0,2020-02-23 00:00:00,3,56 104 157 89 10 200 21 119 74 109 142 12 55,FAIL,TASK1854,11.0
2426,0,2020-02-23 00:00:00,5,96 116 63 77 181 64 56 10 51 132 71 15 25 57,FAIL,TASK1861,11.0
2427,0,2020-02-23 00:00:00,1,106 150 75,FAIL,TASK205,11.0
2428,0,2020-02-23 00:00:00,1,136 76 26 86 84 202 140 164 4 56 10 102 130 113,SUCCESS,TASK212,11.0
2429,0,2020-02-23 00:00:00,5,141 94 125 155 38 80 181 69 33 100 101 168,FAIL,TASK2330,11.0
2430,2,2020-02-23 00:00:00,5,103 179 100 89 38 184 25 155 59 190 97 37,FAIL,TASK2410,11.0
2431,0,2020-02-23 00:00:00,3,91 143 171 68 10 200 109 75 24,SUCCESS,TASK2471,11.0
2432,0,2020-02-23 00:00:00,2,52 167 113,SUCCESS,TASK3003,11.0
2433,0,2020-02-23 00:00:00,5,126 200 106 156 36 128 66 79 23 0 18 116 61 172 140,SUCCESS,TASK3176,11.0
2434,3,2020-02-23 00:00:00,5,162 1 56 153 181 83 127 80 142 71,SUCCESS,TASK3219,11.0
2435,0,2020-02-23 00:00:00,3,75 151 184 115 167 173 53 101 32 76 129 33,FAIL,TASK3354,11.0
2436,0,2020-02-23 00:00:00,3,67 83 108 40 74 164 123 174 0 49 194,FAIL,TASK3553,11.0
2437,1,2020-02-23 00:00:00,5,133 144 80 156 124 48 104 0 77 54 58 126 190 148 76,SUCCESS,TASK3559,11.0
2438,2,2020-02-23 00:00:00,4,181 134 117 82 48 120 66 11 105 126 180,SUCCESS,TASK3971,11.0
2439,0,2020-02-23 00:00:00,3,18 75 103 12 90 1 61 169 160 113,SUCCESS,TASK4075,11.0
2440,0,2020-02-23 00:00:00,4,20 181 61 28 162 82 144 120 172 39 138 95,FAIL,TASK4148,11.0
2441,1,2020-02-23 00:00:00,5,34 177 16 138 126 167 192,SUCCESS,TASK419,11.0
2442,0,2020-02-23 00:00:00,3,71 56 10 166 118 43 60 142 7 102 16 54 8 154,FAIL,TASK4234,11.0
2443,0,2020-02-23 00:00:00,2,156 184 99 134,FAIL,TASK5065,11.0
2444,1,2020-02-23 00:00:00,4,179 184 19 16 6 110 138 57 116 125 158 161 197 21 0,SUCCESS,TASK5085,11.0
2445,0,2020-02-23 00:00:00,4,101 3 166 19 184,FAIL,TASK5149,11.0
2446,0,2020-02-23 00:00:00,3,72 126 180 196,SUCCESS,TASK5392,11.0
2447,0,2020-02-23 00:00:00,4,102 107 88 57 96 170 86 133 127,SUCCESS,TASK5396,11.0
2448,2,2020-02-23 00:00:00,1,159 190 163 127 108 64 162 149 167 102,FAIL,TASK5555,11.0
2449,0,2020-02-23 00:00:00,4,58 61 22 201 140 69 121 73 104 202 119 141 72 199,SUCCESS,TASK5561,11.0
2450,1,2020-02-23 00:00:00,1,25 200 182 154 202,SUCCESS,TASK5595,11.0
2451,1,2020-02-23 00:00:00,3,46 68 170 202 203,SUCCESS,TASK5627,11.0
2452,1,2020-02-23 00:00:00,4,5 174 160 20 0 83 38 144 39 171 29,FAIL,TASK5696,11.0
2453,1,2020-02-23 00:00:00,5,195 142 20 32,FAIL,TASK5879,11.0
2454,2,2020-02-23 00:00:00,1,199 175 162 116 22 187 87 134 17 50 168 72 103 129 202,FAIL,TASK6326,11.0
2455,0,2020-02-23 00:00:00,5,182 189 180 155 187 18 135 0 156,FAIL,TASK6334,11.0
2456,0,2020-02-23 00:00:00,1,49 7 20 203,FAIL,TASK6636,11.0
2457,0,2020-02-23 00:00:00,4,195 37 50 198 84 180 197 95 162 53 46,FAIL,TASK6860,11.0
2458,0,2020-02-23 00:00:00,4,121 180 46 86 58 0 45 178 167 154 156,SUCCESS,TASK7013,11.0
2459,0,2020-02-23 00:00:00,2,181 48 106 16 156 5 60 151 87 203,SUCCESS,TASK7242,11.0
2460,1,2020-02-23 00:00:00,2,175 61 9 2 34 126 123,SUCCESS,TASK7298,11.0
2461,0,2020-02-23 00:00:00,3,127 155 175 30 145 55 42 171 159 65 183,FAIL,TASK7468,11.0
2462,0,2020-02-23 00:00:00,4,47 110 163 104 62 22 176 87 79 160 86 142 19 184,SUCCESS,TASK8043,11.0
2463,0,2020-02-23 00:00:00,5,113 190 165 155 143 107,SUCCESS,TASK8205,11.0
2464,1,2020-02-23 00:00:00,1,165 58 29 153 200 59 4 20 12 6 89 201 145 115 200,FAIL,TASK8487,11.0
2465,0,2020-02-23 00:00:00,5,60 117 133 139 104 145 159 194 199 65 77 46,SUCCESS,TASK8554,11.0
2466,0,2020-02-23 00:00:00,4,107 174 45 159 100 201 99 165,SUCCESS,TASK8675,11.0
2467,1,2020-02-23 00:00:00,4,197 178 84 177 26 82 149 115 126 15 195 19 183 44,FAIL,TASK8683,11.0
2468,2,2020-02-23 00:00:00,4,55 187 80 150 137 66 163 160 103 202 196 36 67 96 63,FAIL,TASK8741,11.0
2469,0,2020-02-23 00:00:00,1,95 99 16 85 57 6 113 137 108 172 30 31,FAIL,TASK9319,11.0
2470,3,2020-02-23 00:00:00,3,22 182 109 38 170 71 11 172 198 79 13,SUCCESS,TASK9452,11.0
2471,1,2020-02-23 00:00:00,5,63 150 149 163 104 39 202,FAIL,TASK9639,11.0
2472,0,2020-02-23 00:00:00,3,112 186 23,SUCCESS,TASK9760,11.0
2473,0,2020-02-24 00:00:00,1,45 23 190 113 109 70 29,FAIL,TASK1065,9.5
2474,0,2020-02-24 00:00:00,5,43 188 154 89 180 19 136 62 175 59 76 143,SUCCESS,TASK1148,9.5
2475,1,2020-02-24 00:00:00,1,175 78 93 86 98 190 71 46 3 72 73 31 47,FAIL,TASK1629,9.5
2476,1,2020-02-24 00:00:00,3,186 180 196 59 106 166 164,SUCCESS,TASK194,9.5
2477,0,2020-02-24 00:00:00,4,137 86 181 134 49 185 173,SUCCESS,TASK197,9.5
2478,1,2020-02-24 00:00:00,2,5 52 185 22 87 15 202 32 34 182,SUCCESS,TASK2311,9.5
2479,2,2020-02-24 00:00:00,1,103 158 196 46 32 1 56 128 191 57 104 100 45 116,SUCCESS,TASK2483,9.5
2480,2,2020-02-24 00:00:00,5,13 103 56 57 19 194 58 93 37 25 66 21,FAIL,TASK276,9.5
2481,0,2020-02-24 00:00:00,2,83 165 104 120 192 40 74 108 132 80 191,FAIL,TASK2880,9.5
2482,0,2020-02-24 00:00:00,4,122 166 59 194 137 147 29,SUCCESS,TASK3280,9.5
2483,0,2020-02-24 00:00:00,5,17 36 149 196 44 151 161 3 174 132,FAIL,TASK3479,9.5
2484,0,2020-02-24 00:00:00,3,85 142 103 40 153 136 119 176,FAIL,TASK3619,9.5
2485,0,2020-02-24 00:00:00,2,25 75 65 161 84 100 196 53 195 13 58,SUCCESS,TASK3697,9.5
2486,0,2020-02-24 00:00:00,2,60 15 138,FAIL,TASK3799,9.5
2487,0,2020-02-24 00:00:00,4,132 150 35 111 131 69 100 203,SUCCESS,TASK3864,9.5
2488,3,2020-02-24 00:00:00,1,132 176 155 44 80 21 65 69,SUCCESS,TASK4081,9.5
2489,0,2020-02-24 00:00:00,3,134 46 191 93 136 130 107 113 177 111 103 63 8 119 170,SUCCESS,TASK4094,9.5
2490,0,2020-02-24 00:00:00,5,142 191 169 26 113 141 202,FAIL,TASK4112,9.5
2491,0,2020-02-24 00:00:00,4,42 147 196 66 48 103 53 127 166 151 0 178 100 203,SUCCESS,TASK4197,9.5
2492,2,2020-02-24 00:00:00,1,83 55 50 21 68 9 141 34 147,SUCCESS,TASK4419,9.5
2493,4,2020-02-24 00:00:00,4,42 73 186 12 174 137 138 98,FAIL,TASK4488,9.5
2494,3,2020-02-24 00:00:00,3,196 13 76 162 29 24 183 154 64 118 130 178 138 105,FAIL,TASK4816,9.5
2495,0,2020-02-24 00:00:00,2,111 22 67 92 135 136 80 169 16 154 98 60 26,FAIL,TASK5030,9.5
2496,0,2020-02-24 00:00:00,1,75 83 69 82 199 14 170 59 111 52 72 20 78 201,SUCCESS,TASK5415,9.5
2497,2,2020-02-24 00:00:00,1,105 174 46 74 173 181 152 171 44 103,FAIL,TASK5696,9.5
2498,0,2020-02-24 00:00:00,1,122 146 155 126 0 87 179 28 16 188,FAIL,TASK5735,9.5
2499,1,2020-02-24 00:00:00,1,191 116 171 139 96 25,FAIL,TASK6208,9.5
2500,1,2020-02-24 00:00:00,2,86 83 21,FAIL,TASK6245,9.5
2501,1,2020-02-24 00:00:00,1,60 116 96 200 90 65 142 203 44 40 127 196 7 49 105,SUCCESS,TASK6347,9.5
2502,0,2020-02-24 00:00:00,4,28 80 110 177 114 185 109 49,SUCCESS,TASK6406,9.5
2503,0,2020-02-24 00:00:00,2,197 13 158 178 95 98 99 81 89 107 28,FAIL,TASK6436,9.5
2504,0,2020-02-24 00:00:00,4,75 166 123 163 79 12,SUCCESS,TASK6553,9.5
2505,0,2020-02-24 00:00:00,4,62 119 97 170 68 166 10 89 54 167 63,SUCCESS,TASK6665,9.5
2506,0,2020-02-24 00:00:00,4,81 54 36 129 106 37 20 19 94 1 62 199 183,FAIL,TASK6927,9.5
2507,0,2020-02-24 00:00:00,5,141 149 158 169 137 77 24 89,SUCCESS,TASK7065,9.5
2508,1,2020-02-24 00:00:00,3,1 203 177 160 100 203,FAIL,TASK7570,9.5
2509,2,2020-02-24 00:00:00,3,119 48 34 169 199 136,SUCCESS,TASK7606,9.5
2510,1,2020-02-24 00:00:00,3,122 3 173 6 49,SUCCESS,TASK762,9.5
2511,0,2020-02-24 00:00:00,3,162 181 186 148 149 37,SUCCESS,TASK7681,9.5
2512,0,2020-02-24 00:00:00,1,95 96 132 32 77 126 48 24 88 19 112 6 200 152 86,FAIL,TASK8028,9.5
2513,0,2020-02-24 00:00:00,2,185 118 133 131 157 130 43 159 176 106 78 26 8 203,FAIL,TASK8172,9.5
2514,1,2020-02-24 00:00:00,4,50 92 144 191 22 143,SUCCESS,TASK8176,9.5
2515,2,2020-02-24 00:00:00,1,165 104 195 27 79 114 57,FAIL,TASK8220,9.5
2516,0,2020-02-24 00:00:00,5,1 80 107 101 8 194 136 41 201,SUCCESS,TASK8307,9.5
2517,0,2020-02-24 00:00:00,5,129 180 196 119 155 182 134 157 166 86 125 104,SUCCESS,TASK8378,9.5
2518,0,2020-02-24 00:00:00,5,151 90 42 201 12 15 166 199 85 129 74 175 87 121,FAIL,TASK8474,9.5
2519,0,2020-02-24 00:00:00,4,113 68 103 151 178 91 119 73 175 116 143 195,SUCCESS,TASK8551,9.5
2520,0,2020-02-24 00:00:00,2,158 141 124 153 29 11 118 198 69,SUCCESS,TASK8579,9.5
2521,1,2020-02-24 00:00:00,5,10 174 98 137 48 19,FAIL,TASK887,9.5
2522,0,2020-02-24 00:00:00,3,66 103 67 22 91 169 36 198 98 136 161,FAIL,TASK8895,9.5
2523,1,2020-02-24 00:00:00,4,35 168 39 63 2 155 6 125 12 158 127 190 115,FAIL,TASK9134,9.5
2524,1,2020-02-24 00:00:00,1,202 111 164 139 160 190 67 25 35 180 37 201 127 22,SUCCESS,TASK9532,9.5
2525,1,2020-02-24 00:00:00,2,158 86 99 160 23,SUCCESS,TASK9684,9.5
2526,0,2020-02-24 00:00:00,4,70 76 31 144 30 162 85 129 78 87 117 189 181 203,FAIL,TASK9728,9.5
2527,1,2020-02-25 00:00:00,5,8 149 141 193 132 129 29 192 33 95 61 83 58,FAIL,TASK1497,5.9
2528,0,2020-02-25 00:00:00,5,102 154 82 112 18,SUCCESS,TASK1572,5.9
2529,2,2020-02-25 00:00:00,1,83 143 144 26 116 141 91 147 98 96 117 15 203,SUCCESS,TASK1685,5.9
2530,2,2020-02-25 00:00:00,2,119 78 181 38 174 153 26 91,FAIL,TASK1699,5.9
2531,1,2020-02-25 00:00:00,5,144 32 31 71 102 178 124 45 145 194 201 94 122,SUCCESS,TASK1821,5.9
2532,1,2020-02-25 00:00:00,2,171 4 114 196 192 202 40 183 110 38 174 115 86 53,FAIL,TASK1854,5.9
2533,0,2020-02-25 00:00:00,5,168 103 58 92 36 73 68 173 37 95 89 18,SUCCESS,TASK1957,5.9
2534,0,2020-02-25 00:00:00,5,122 136 104 128,SUCCESS,TASK1963,5.9
2535,1,2020-02-25 00:00:00,1,44 181 152 169 52 131,FAIL,TASK2014,5.9
2536,1,2020-02-25 00:00:00,1,31 192 146 83 195 114,SUCCESS,TASK2109,5.9
2537,2,2020-02-25 00:00:00,3,78 123 48 23 81 21 114 175 184 201 160 202,FAIL,TASK2154,5.9
2538,1,2020-02-25 00:00:00,2,68 81 55 123 91 172 96,FAIL,TASK232,5.9
2539,0,2020-02-25 00:00:00,3,6 86 61 127 52 68 54 170 156,FAIL,TASK251,5.9
2540,2,2020-02-25 00:00:00,3,82 170 147 2 100 87 7 151 73 122 66 21 184 129,FAIL,TASK2628,5.9
2541,0,2020-02-25 00:00:00,3,28 10 117 71 179 127 105 139 4 153 109 56 185,FAIL,TASK2642,5.9
2542,0,2020-02-25 00:00:00,5,103 184 143 168 132 2 173 100 119 85 33,SUCCESS,TASK2766,5.9
2543,0,2020-02-25 00:00:00,3,166 163 140 161,SUCCESS,TASK2886,5.9
2544,3,2020-02-25 00:00:00,3,19 129 126 29 22 61 15 108 73 163 62 113 70 182,FAIL,TASK3204,5.9
2545,0,2020-02-25 00:00:00,2,120 137 3 41 84 90 10 128 85 86 117 160 163 79 73,FAIL,TASK332,5.9
2546,0,2020-02-25 00:00:00,1,45 39 58 33 163 48 73 194 188 165 167,FAIL,TASK3383,5.9
2547,0,2020-02-25 00:00:00,4,53 81 152,FAIL,TASK3420,5.9
2548,0,2020-02-25 00:00:00,2,59 84 174 76 69 201 148 141 183 83 48 86 57,SUCCESS,TASK3431,5.9
2549,0,2020-02-25 00:00:00,3,185 158 108 201 153 45 193 80 59 78 25 104,SUCCESS,TASK3484,5.9
2550,0,2020-02-25 00:00:00,4,57 48 202 161 53 201 184 200,FAIL,TASK4087,5.9
2551,1,2020-02-25 00:00:00,5,147 69 27,SUCCESS,TASK4148,5.9
2552,1,2020-02-25 00:00:00,2,140 16 106 90 197 96 88 7 117 131 73 201,FAIL,TASK4234,5.9
2553,0,2020-02-25 00:00:00,4,175 138 2 60 200 86,SUCCESS,TASK4387,5.9
2554,5,2020-02-25 00:00:00,5,112 31 49 185 103 161 84 94 144 2 107 76,SUCCESS,TASK4488,5.9
2555,0,2020-02-25 00:00:00,5,94 120 121 133 74 27 124 83 97 49 102,SUCCESS,TASK4597,5.9
2556,1,2020-02-25 00:00:00,1,70 92 96 203 74 173 160 60 82 144 113,FAIL,TASK4933,5.9
