id,task_id,node_id,original_reported_date,node_age,node_type,task_type,outcome
1649,TASK6746,NODE317,2020-11-02 00:00:00,17,TYPE1,TASK4,SUCCESS
1650,TASK6281,NODE345,2020-10-20 00:00:00,11,TYPE5,TASK5,SUCCESS
1651,TASK5449,NODE135,2020-10-23 00:00:00,11,TYPE4,TASK3,SUCCESS
1652,TASK5086,NODE103,2020-11-03 00:00:00,2,TYPE1,TASK3,SUCCESS
1653,TASK4560,NODE494,2020-11-02 00:00:00,13,TYPE3,TASK6,SUCCESS
1654,TASK3992,NODE203,2020-11-03 00:00:00,16,TYPE3,TASK3,SUCCESS
1655,TASK3601,NODE131,2020-10-19 00:00:00,1,TYPE2,TASK9,SUCCESS
1656,TASK2869,NODE350,2020-11-05 00:00:00,11,TYPE5,TASK5,SUCCESS
1657,TASK2776,NODE235,2020-10-12 00:00:00,14,TYPE5,TASK2,SUCCESS
1658,TASK2219,NODE199,2020-10-22 00:00:00,19,TYPE4,TASK7,SUCCESS
1659,TASK9454,NODE28,2020-11-04 00:00:00,12,TYPE5,TASK1,SUCCESS
1660,TASK9426,NODE65,2020-10-14 00:00:00,12,TYPE1,TASK3,SUCCESS
1661,TASK8857,NODE435,2020-10-24 00:00:00,16,TYPE1,TASK6,SUCCESS
1662,TASK8100,NODE71,2020-10-13 00:00:00,16,TYPE4,TASK4,SUCCESS
1663,TASK7971,NODE105,2020-10-04 00:00:00,16,TYPE1,TASK6,SUCCESS
1664,TASK7599,NODE394,2020-11-01 00:00:00,4,TYPE5,TASK2,SUCCESS
1665,TASK7578,NODE344,2020-11-01 00:00:00,20,TYPE2,TASK5,SUCCESS
1666,TASK748,NODE325,2020-11-04 00:00:00,6,TYPE1,TASK6,SUCCESS
1667,TASK7420,NODE85,2020-10-22 00:00:00,18,TYPE2,TASK5,SUCCESS
1668,TASK5978,NODE18,2020-11-02 00:00:00,17,TYPE3,TASK2,SUCCESS
1669,TASK4743,NODE172,2020-10-21 00:00:00,19,TYPE4,TASK1,SUCCESS
1670,TASK3137,NODE120,2020-11-02 00:00:00,10,TYPE3,TASK5,SUCCESS
1671,TASK30,NODE364,2020-10-23 00:00:00,15,TYPE5,TASK8,SUCCESS
1672,TASK2473,NODE14,2020-11-01 00:00:00,15,TYPE4,TASK1,SUCCESS
1673,TASK2180,NODE315,2020-10-09 00:00:00,17,TYPE2,TASK9,SUCCESS
1674,TASK2065,NODE409,2020-10-23 00:00:00,8,TYPE1,TASK3,SUCCESS
1675,TASK1999,NODE317,2020-10-20 00:00:00,20,TYPE5,TASK4,SUCCESS
1676,TASK1389,NODE235,2020-10-17 00:00:00,12,TYPE4,TASK4,SUCCESS
1677,TASK126,NODE127,2020-11-02 00:00:00,15,TYPE1,TASK4,SUCCESS
1678,TASK9705,NODE344,2020-10-25 00:00:00,11,TYPE2,TASK4,SUCCESS
1679,TASK9330,NODE96,2020-11-02 00:00:00,5,TYPE5,TASK6,SUCCESS
1680,TASK9297,NODE347,2020-10-21 00:00:00,10,TYPE3,TASK6,SUCCESS
1681,TASK9100,NODE58,2020-11-02 00:00:00,13,TYPE2,TASK7,SUCCESS
1682,TASK9087,NODE119,2020-11-02 00:00:00,16,TYPE5,TASK8,SUCCESS
1683,TASK7746,NODE141,2020-10-07 00:00:00,6,TYPE1,TASK2,SUCCESS
1684,TASK7583,NODE279,2020-11-02 00:00:00,16,TYPE1,TASK3,SUCCESS
1685,TASK6731,NODE103,2020-10-18 00:00:00,0,TYPE5,TASK6,SUCCESS
1686,TASK6457,NODE25,2020-10-20 00:00:00,19,TYPE2,TASK5,SUCCESS
1687,TASK6039,NODE152,2020-11-03 00:00:00,3,TYPE4,TASK8,SUCCESS
1688,TASK5132,NODE296,2020-11-02 00:00:00,0,TYPE4,TASK5,SUCCESS
1689,TASK5079,NODE215,2020-10-25 00:00:00,6,TYPE2,TASK3,SUCCESS
1690,TASK4317,NODE159,2020-10-18 00:00:00,0,TYPE3,TASK2,SUCCESS
1691,TASK4061,NODE145,2020-10-14 00:00:00,14,TYPE5,TASK4,SUCCESS
1692,TASK3569,NODE35,2020-10-09 00:00:00,17,TYPE1,TASK2,SUCCESS
1693,TASK3018,NODE287,2020-10-25 00:00:00,17,TYPE4,TASK4,SUCCESS
1694,TASK2652,NODE455,2020-10-21 00:00:00,0,TYPE1,TASK2,SUCCESS
1695,TASK1897,NODE222,2020-10-23 00:00:00,0,TYPE3,TASK3,SUCCESS
1696,TASK1648,NODE349,2020-11-01 00:00:00,6,TYPE3,TASK2,SUCCESS
1697,TASK9889,NODE377,2020-10-25 00:00:00,19,TYPE5,TASK2,SUCCESS
1698,TASK9653,NODE59,2020-10-25 00:00:00,8,TYPE1,TASK8,SUCCESS
1699,TASK9343,NODE272,2020-10-21 00:00:00,13,TYPE2,TASK7,SUCCESS
1700,TASK9328,NODE260,2020-10-22 00:00:00,20,TYPE3,TASK5,SUCCESS
1701,TASK8869,NODE483,2020-11-02 00:00:00,19,TYPE5,TASK2,SUCCESS
1702,TASK8360,NODE290,2020-10-20 00:00:00,5,TYPE4,TASK1,SUCCESS
1703,TASK8299,NODE26,2020-10-19 00:00:00,8,TYPE3,TASK1,SUCCESS
1704,TASK7906,NODE176,2020-10-24 00:00:00,14,TYPE4,TASK9,SUCCESS
1705,TASK7878,NODE172,2020-10-25 00:00:00,20,TYPE5,TASK5,SUCCESS
1706,TASK7531,NODE363,2020-10-19 00:00:00,11,TYPE1,TASK9,SUCCESS
1707,TASK7520,NODE97,2020-10-16 00:00:00,18,TYPE1,TASK3,SUCCESS
1708,TASK6902,NODE31,2020-10-09 00:00:00,0,TYPE2,TASK1,SUCCESS
1709,TASK6255,NODE422,2020-10-24 00:00:00,8,TYPE2,TASK8,SUCCESS
1710,TASK5907,NODE497,2020-10-25 00:00:00,2,TYPE1,TASK5,SUCCESS
1711,TASK562,NODE251,2020-10-24 00:00:00,2,TYPE4,TASK2,SUCCESS
1712,TASK5414,NODE122,2020-11-01 00:00:00,9,TYPE1,TASK4,SUCCESS
1713,TASK5251,NODE225,2020-10-24 00:00:00,1,TYPE1,TASK1,SUCCESS
1714,TASK5198,NODE82,2020-10-24 00:00:00,2,TYPE3,TASK4,SUCCESS
1715,TASK5140,NODE320,2020-11-02 00:00:00,0,TYPE1,TASK5,SUCCESS
1716,TASK4680,NODE119,2020-10-24 00:00:00,18,TYPE2,TASK5,SUCCESS
1717,TASK450,NODE234,2020-10-24 00:00:00,6,TYPE5,TASK5,SUCCESS
1718,TASK4184,NODE64,2020-11-01 00:00:00,1,TYPE1,TASK7,SUCCESS
1719,TASK3285,NODE340,2020-10-25 00:00:00,15,TYPE1,TASK9,SUCCESS
1720,TASK3180,NODE44,2020-10-20 00:00:00,6,TYPE5,TASK7,SUCCESS
1721,TASK3070,NODE293,2020-10-19 00:00:00,17,TYPE5,TASK5,SUCCESS
1722,TASK2781,NODE7,2020-10-24 00:00:00,13,TYPE5,TASK3,SUCCESS
1723,TASK2635,NODE347,2020-10-25 00:00:00,9,TYPE1,TASK5,SUCCESS
1724,TASK218,NODE260,2020-10-15 00:00:00,11,TYPE1,TASK8,SUCCESS
1725,TASK2082,NODE368,2020-10-24 00:00:00,17,TYPE4,TASK8,SUCCESS
1726,TASK1994,NODE44,2020-10-09 00:00:00,14,TYPE3,TASK4,SUCCESS
1727,TASK193,NODE72,2020-10-25 00:00:00,13,TYPE2,TASK2,SUCCESS
1728,TASK1765,NODE228,2020-10-24 00:00:00,7,TYPE4,TASK8,SUCCESS
1729,TASK1589,NODE329,2020-10-23 00:00:00,7,TYPE5,TASK8,SUCCESS
1730,TASK9894,NODE314,2020-10-25 00:00:00,16,TYPE4,TASK2,SUCCESS
1731,TASK9101,NODE220,2020-10-05 00:00:00,9,TYPE3,TASK6,SUCCESS
1732,TASK8849,NODE26,2020-10-25 00:00:00,12,TYPE4,TASK6,SUCCESS
1733,TASK8718,NODE161,2020-10-06 00:00:00,13,TYPE1,TASK3,SUCCESS
1734,TASK8658,NODE173,2020-10-25 00:00:00,20,TYPE2,TASK9,SUCCESS
1735,TASK8496,NODE7,2020-10-15 00:00:00,15,TYPE2,TASK6,SUCCESS
1736,TASK8490,NODE286,2020-10-21 00:00:00,20,TYPE5,TASK3,SUCCESS
1737,TASK8349,NODE70,2020-10-23 00:00:00,3,TYPE1,TASK5,SUCCESS
1738,TASK8316,NODE321,2020-11-01 00:00:00,3,TYPE5,TASK6,SUCCESS
1739,TASK7820,NODE15,2020-10-11 00:00:00,0,TYPE2,TASK7,SUCCESS
1740,TASK7140,NODE306,2020-10-23 00:00:00,12,TYPE2,TASK5,SUCCESS
1741,TASK6980,NODE337,2020-10-22 00:00:00,14,TYPE2,TASK8,SUCCESS
1742,TASK6963,NODE241,2020-10-03 00:00:00,12,TYPE3,TASK8,SUCCESS
1743,TASK6934,NODE300,2020-10-16 00:00:00,1,TYPE4,TASK7,SUCCESS
1744,TASK6890,NODE144,2020-10-23 00:00:00,13,TYPE1,TASK9,SUCCESS
1745,TASK6821,NODE355,2020-10-17 00:00:00,3,TYPE1,TASK7,SUCCESS
1746,TASK6668,NODE180,2020-10-07 00:00:00,14,TYPE4,TASK6,SUCCESS
1747,TASK6478,NODE361,2020-10-23 00:00:00,14,TYPE2,TASK6,SUCCESS
1748,TASK6350,NODE292,2020-10-24 00:00:00,19,TYPE2,TASK6,SUCCESS
1749,TASK6117,NODE369,2020-10-19 00:00:00,14,TYPE2,TASK9,SUCCESS
1750,TASK58,NODE218,2020-10-16 00:00:00,20,TYPE3,TASK3,SUCCESS
1751,TASK5787,NODE339,2020-10-16 00:00:00,15,TYPE1,TASK7,SUCCESS
1752,TASK5375,NODE319,2020-10-25 00:00:00,14,TYPE2,TASK6,SUCCESS
1753,TASK5299,NODE92,2020-10-25 00:00:00,9,TYPE4,TASK5,SUCCESS
1754,TASK4469,NODE314,2020-10-24 00:00:00,1,TYPE4,TASK7,SUCCESS
1755,TASK4066,NODE445,2020-10-21 00:00:00,6,TYPE4,TASK1,SUCCESS
1756,TASK3520,NODE17,2020-10-09 00:00:00,18,TYPE2,TASK5,SUCCESS
1757,TASK2625,NODE233,2020-10-24 00:00:00,10,TYPE1,TASK7,SUCCESS
1758,TASK2076,NODE195,2020-11-01 00:00:00,5,TYPE4,TASK4,SUCCESS
1759,TASK1557,NODE317,2020-10-25 00:00:00,11,TYPE4,TASK1,SUCCESS
1760,TASK1523,NODE176,2020-10-17 00:00:00,15,TYPE3,TASK1,SUCCESS
1761,TASK1368,NODE489,2020-11-01 00:00:00,11,TYPE2,TASK1,SUCCESS
1762,TASK9863,NODE484,2020-10-25 00:00:00,9,TYPE4,TASK5,SUCCESS
1763,TASK9291,NODE383,2020-10-14 00:00:00,5,TYPE2,TASK3,SUCCESS
1764,TASK9090,NODE379,2020-10-22 00:00:00,20,TYPE1,TASK7,SUCCESS
1765,TASK8348,NODE227,2020-10-17 00:00:00,17,TYPE3,TASK7,SUCCESS
1766,TASK7897,NODE382,2020-10-23 00:00:00,14,TYPE2,TASK8,SUCCESS
1767,TASK7734,NODE76,2020-10-19 00:00:00,13,TYPE2,TASK8,SUCCESS
1768,TASK6780,NODE424,2020-10-15 00:00:00,14,TYPE5,TASK1,SUCCESS
1769,TASK6673,NODE453,2020-10-16 00:00:00,14,TYPE3,TASK9,SUCCESS
1770,TASK5539,NODE467,2020-10-13 00:00:00,18,TYPE4,TASK9,SUCCESS
1771,TASK5157,NODE157,2020-10-23 00:00:00,1,TYPE5,TASK2,SUCCESS
1772,TASK4797,NODE310,2020-10-12 00:00:00,18,TYPE5,TASK8,SUCCESS
1773,TASK3991,NODE480,2020-10-22 00:00:00,18,TYPE4,TASK4,SUCCESS
1774,TASK3893,NODE67,2020-10-20 00:00:00,8,TYPE2,TASK9,SUCCESS
1775,TASK3510,NODE349,2020-10-02 00:00:00,6,TYPE3,TASK2,SUCCESS
1776,TASK3257,NODE101,2020-10-17 00:00:00,6,TYPE1,TASK1,SUCCESS
1777,TASK3008,NODE429,2020-10-17 00:00:00,14,TYPE3,TASK1,SUCCESS
1778,TASK2619,NODE65,2020-10-19 00:00:00,1,TYPE2,TASK2,SUCCESS
1779,TASK2546,NODE149,2020-10-23 00:00:00,13,TYPE5,TASK9,SUCCESS
1780,TASK2034,NODE11,2020-10-21 00:00:00,12,TYPE5,TASK6,SUCCESS
1781,TASK1967,NODE181,2020-09-20 00:00:00,12,TYPE1,TASK4,SUCCESS
1782,TASK1215,NODE135,2020-10-01 00:00:00,10,TYPE4,TASK2,SUCCESS
1783,TASK9812,NODE112,2020-10-23 00:00:00,17,TYPE1,TASK6,SUCCESS
1784,TASK9443,NODE132,2020-10-19 00:00:00,15,TYPE5,TASK3,SUCCESS
1785,TASK8910,NODE38,2020-10-22 00:00:00,10,TYPE3,TASK2,SUCCESS
1786,TASK7501,NODE163,2020-10-20 00:00:00,9,TYPE1,TASK1,SUCCESS
1787,TASK7162,NODE304,2020-10-25 00:00:00,3,TYPE5,TASK9,SUCCESS
1788,TASK6995,NODE204,2020-10-20 00:00:00,12,TYPE5,TASK6,SUCCESS
1789,TASK6253,NODE17,2020-10-13 00:00:00,11,TYPE4,TASK1,SUCCESS
1790,TASK5746,NODE251,2020-10-22 00:00:00,13,TYPE5,TASK9,SUCCESS
1791,TASK5467,NODE382,2020-10-21 00:00:00,8,TYPE2,TASK8,SUCCESS
1792,TASK5098,NODE228,2020-10-25 00:00:00,2,TYPE1,TASK6,SUCCESS
1793,TASK5000,NODE418,2020-10-18 00:00:00,7,TYPE3,TASK2,SUCCESS
1794,TASK4803,NODE24,2020-10-16 00:00:00,1,TYPE4,TASK5,SUCCESS
1795,TASK4096,NODE231,2020-10-22 00:00:00,15,TYPE2,TASK5,SUCCESS
1796,TASK4004,NODE78,2020-10-24 00:00:00,14,TYPE5,TASK5,SUCCESS
1797,TASK3706,NODE150,2020-10-02 00:00:00,6,TYPE5,TASK7,SUCCESS
1798,TASK2995,NODE136,2020-10-16 00:00:00,11,TYPE2,TASK8,SUCCESS
1799,TASK2513,NODE66,2020-10-24 00:00:00,19,TYPE1,TASK1,SUCCESS
1800,TASK2066,NODE374,2020-10-13 00:00:00,14,TYPE5,TASK7,SUCCESS
1801,TASK9720,NODE382,2020-10-24 00:00:00,10,TYPE3,TASK2,SUCCESS
1802,TASK9238,NODE45,2020-10-23 00:00:00,6,TYPE1,TASK2,SUCCESS
1803,TASK9176,NODE387,2020-10-15 00:00:00,8,TYPE2,TASK8,SUCCESS
1804,TASK9157,NODE487,2020-10-20 00:00:00,1,TYPE3,TASK1,SUCCESS
1805,TASK8647,NODE473,2020-10-12 00:00:00,14,TYPE4,TASK9,SUCCESS
1806,TASK8425,NODE403,2020-10-25 00:00:00,20,TYPE4,TASK2,SUCCESS
1807,TASK8128,NODE189,2020-10-23 00:00:00,12,TYPE3,TASK4,SUCCESS
1808,TASK7844,NODE247,2020-10-18 00:00:00,10,TYPE5,TASK5,SUCCESS
1809,TASK7302,NODE160,2020-10-08 00:00:00,11,TYPE4,TASK3,SUCCESS
1810,TASK7186,NODE136,2020-10-16 00:00:00,12,TYPE3,TASK4,SUCCESS
1811,TASK7096,NODE21,2020-10-23 00:00:00,14,TYPE4,TASK4,SUCCESS
1812,TASK6574,NODE7,2020-10-04 00:00:00,16,TYPE1,TASK3,SUCCESS
1813,TASK5695,NODE154,2020-10-22 00:00:00,8,TYPE5,TASK9,SUCCESS
1814,TASK5609,NODE81,2020-10-21 00:00:00,17,TYPE4,TASK2,SUCCESS
1815,TASK5481,NODE52,2020-10-25 00:00:00,3,TYPE5,TASK3,SUCCESS
1816,TASK522,NODE449,2020-10-14 00:00:00,18,TYPE4,TASK8,SUCCESS
1817,TASK5076,NODE50,2020-10-23 00:00:00,17,TYPE4,TASK7,SUCCESS
1818,TASK4923,NODE499,2020-10-21 00:00:00,3,TYPE2,TASK7,SUCCESS
1819,TASK4478,NODE236,2020-10-25 00:00:00,2,TYPE5,TASK6,SUCCESS
1820,TASK3519,NODE92,2020-10-20 00:00:00,4,TYPE2,TASK9,SUCCESS
1821,TASK3443,NODE365,2020-10-25 00:00:00,3,TYPE3,TASK2,SUCCESS
1822,TASK2332,NODE413,2020-10-21 00:00:00,14,TYPE4,TASK3,SUCCESS
1823,TASK2213,NODE405,2020-10-05 00:00:00,3,TYPE1,TASK9,SUCCESS
1824,TASK2182,NODE423,2020-09-25 00:00:00,11,TYPE5,TASK6,SUCCESS
1825,TASK20,NODE102,2020-10-22 00:00:00,4,TYPE5,TASK9,SUCCESS
1826,TASK1875,NODE27,2020-10-20 00:00:00,4,TYPE4,TASK5,SUCCESS
1827,TASK1695,NODE64,2020-10-25 00:00:00,6,TYPE2,TASK5,SUCCESS
1828,TASK1568,NODE204,2020-10-21 00:00:00,9,TYPE3,TASK6,SUCCESS
1829,TASK1154,NODE15,2020-10-24 00:00:00,13,TYPE3,TASK7,SUCCESS
1830,TASK9977,NODE97,2020-10-23 00:00:00,13,TYPE5,TASK8,SUCCESS
1831,TASK9782,NODE448,2020-10-20 00:00:00,2,TYPE5,TASK3,SUCCESS
1832,TASK899,NODE239,2020-10-19 00:00:00,18,TYPE4,TASK4,SUCCESS
1833,TASK8436,NODE456,2020-10-23 00:00:00,9,TYPE5,TASK5,SUCCESS
1834,TASK8140,NODE374,2020-10-13 00:00:00,20,TYPE3,TASK8,SUCCESS
1835,TASK7617,NODE376,2020-10-17 00:00:00,7,TYPE2,TASK3,SUCCESS
1836,TASK7235,NODE193,2020-10-20 00:00:00,0,TYPE1,TASK3,SUCCESS
1837,TASK668,NODE150,2020-10-14 00:00:00,15,TYPE1,TASK5,SUCCESS
1838,TASK6556,NODE119,2020-10-14 00:00:00,9,TYPE2,TASK4,SUCCESS
1839,TASK6378,NODE11,2020-10-13 00:00:00,10,TYPE4,TASK3,SUCCESS
1840,TASK6354,NODE200,2020-10-10 00:00:00,6,TYPE4,TASK5,SUCCESS
1841,TASK5984,NODE449,2020-10-23 00:00:00,14,TYPE4,TASK2,SUCCESS
1842,TASK5382,NODE200,2020-10-21 00:00:00,2,TYPE5,TASK7,SUCCESS
1843,TASK5329,NODE416,2020-10-24 00:00:00,5,TYPE3,TASK7,SUCCESS
1844,TASK5302,NODE205,2020-10-08 00:00:00,5,TYPE3,TASK3,SUCCESS
1845,TASK5246,NODE26,2020-10-23 00:00:00,6,TYPE2,TASK7,SUCCESS
1846,TASK4475,NODE87,2020-10-23 00:00:00,6,TYPE3,TASK1,SUCCESS
1847,TASK4422,NODE494,2020-10-20 00:00:00,13,TYPE3,TASK8,SUCCESS
1848,TASK4383,NODE200,2020-10-16 00:00:00,7,TYPE4,TASK3,SUCCESS
1849,TASK4337,NODE408,2020-10-21 00:00:00,5,TYPE5,TASK3,SUCCESS
1850,TASK373,NODE224,2020-10-15 00:00:00,17,TYPE4,TASK1,SUCCESS
1851,TASK3372,NODE169,2020-10-19 00:00:00,20,TYPE1,TASK5,SUCCESS
1852,TASK3215,NODE146,2020-10-24 00:00:00,5,TYPE4,TASK4,SUCCESS
1853,TASK31,NODE400,2020-10-13 00:00:00,16,TYPE3,TASK9,SUCCESS
1854,TASK3124,NODE478,2020-10-25 00:00:00,20,TYPE3,TASK2,SUCCESS
1855,TASK3066,NODE153,2020-10-23 00:00:00,1,TYPE5,TASK8,SUCCESS
1856,TASK2351,NODE298,2020-10-23 00:00:00,11,TYPE4,TASK5,SUCCESS
1857,TASK2059,NODE379,2020-10-24 00:00:00,3,TYPE2,TASK2,SUCCESS
1858,TASK1935,NODE167,2020-10-19 00:00:00,16,TYPE2,TASK9,SUCCESS
1859,TASK1917,NODE77,2020-10-15 00:00:00,7,TYPE2,TASK2,SUCCESS
1860,TASK1308,NODE324,2020-10-21 00:00:00,1,TYPE5,TASK1,SUCCESS
1861,TASK1103,NODE278,2020-10-17 00:00:00,12,TYPE4,TASK3,SUCCESS
1862,TASK9463,NODE419,2020-10-15 00:00:00,11,TYPE5,TASK1,SUCCESS
1863,TASK9258,NODE244,2020-10-13 00:00:00,7,TYPE2,TASK1,SUCCESS
1864,TASK9097,NODE47,2020-10-20 00:00:00,1,TYPE3,TASK9,SUCCESS
1865,TASK8662,NODE446,2020-10-19 00:00:00,17,TYPE2,TASK2,SUCCESS
1866,TASK8194,NODE271,2020-10-25 00:00:00,5,TYPE3,TASK2,SUCCESS
1867,TASK7623,NODE319,2020-10-12 00:00:00,6,TYPE2,TASK9,SUCCESS
1868,TASK7252,NODE417,2020-10-23 00:00:00,13,TYPE2,TASK4,SUCCESS
1869,TASK7110,NODE242,2020-10-22 00:00:00,15,TYPE5,TASK3,SUCCESS
1870,TASK6611,NODE488,2020-10-17 00:00:00,9,TYPE5,TASK6,SUCCESS
1871,TASK5289,NODE264,2020-10-18 00:00:00,1,TYPE1,TASK6,SUCCESS
1872,TASK5181,NODE335,2020-10-23 00:00:00,14,TYPE1,TASK6,SUCCESS
1873,TASK4977,NODE473,2020-10-22 00:00:00,16,TYPE5,TASK4,SUCCESS
1874,TASK3988,NODE240,2020-10-14 00:00:00,19,TYPE1,TASK3,SUCCESS
1875,TASK3951,NODE455,2020-10-18 00:00:00,16,TYPE3,TASK6,SUCCESS
1876,TASK3923,NODE303,2020-10-21 00:00:00,10,TYPE4,TASK5,SUCCESS
1877,TASK3705,NODE262,2020-10-22 00:00:00,5,TYPE4,TASK2,SUCCESS
1878,TASK3627,NODE191,2020-10-05 00:00:00,13,TYPE2,TASK9,SUCCESS
1879,TASK3427,NODE347,2020-10-21 00:00:00,13,TYPE3,TASK5,SUCCESS
1880,TASK2519,NODE375,2020-10-12 00:00:00,10,TYPE3,TASK6,SUCCESS
1881,TASK2061,NODE247,2020-10-16 00:00:00,18,TYPE3,TASK9,SUCCESS
1882,TASK1892,NODE372,2020-10-12 00:00:00,3,TYPE5,TASK1,SUCCESS
1883,TASK1624,NODE324,2020-10-16 00:00:00,13,TYPE4,TASK1,SUCCESS
1884,TASK157,NODE339,2020-10-20 00:00:00,2,TYPE3,TASK6,SUCCESS
1885,TASK9320,NODE252,2020-10-12 00:00:00,11,TYPE3,TASK3,SUCCESS
1886,TASK91,NODE292,2020-10-22 00:00:00,7,TYPE1,TASK2,SUCCESS
1887,TASK9186,NODE221,2020-10-11 00:00:00,4,TYPE1,TASK8,SUCCESS
1888,TASK9142,NODE44,2020-10-25 00:00:00,1,TYPE4,TASK4,SUCCESS
1889,TASK8576,NODE461,2020-10-24 00:00:00,11,TYPE4,TASK6,SUCCESS
1890,TASK8529,NODE363,2020-10-25 00:00:00,15,TYPE3,TASK5,SUCCESS
1891,TASK7966,NODE407,2020-10-12 00:00:00,10,TYPE5,TASK2,SUCCESS
1892,TASK7440,NODE31,2020-10-15 00:00:00,16,TYPE3,TASK4,SUCCESS
1893,TASK7434,NODE183,2020-10-11 00:00:00,10,TYPE3,TASK1,SUCCESS
1894,TASK7301,NODE376,2020-10-14 00:00:00,2,TYPE2,TASK6,SUCCESS
1895,TASK7255,NODE67,2020-10-24 00:00:00,0,TYPE4,TASK1,SUCCESS
1896,TASK6816,NODE364,2020-10-21 00:00:00,1,TYPE4,TASK7,SUCCESS
1897,TASK672,NODE355,2020-10-25 00:00:00,5,TYPE3,TASK8,SUCCESS
1898,TASK63,NODE304,2020-10-25 00:00:00,13,TYPE5,TASK7,SUCCESS
1899,TASK5934,NODE55,2020-10-10 00:00:00,13,TYPE2,TASK7,SUCCESS
1900,TASK5870,NODE429,2020-10-22 00:00:00,20,TYPE5,TASK7,SUCCESS
1901,TASK5815,NODE392,2020-10-15 00:00:00,9,TYPE1,TASK5,SUCCESS
1902,TASK5706,NODE220,2020-10-17 00:00:00,8,TYPE5,TASK9,SUCCESS
1903,TASK5659,NODE30,2020-10-04 00:00:00,6,TYPE2,TASK5,SUCCESS
1904,TASK4473,NODE489,2020-10-08 00:00:00,15,TYPE4,TASK7,SUCCESS
1905,TASK4340,NODE422,2020-10-05 00:00:00,1,TYPE4,TASK9,SUCCESS
1906,TASK4322,NODE31,2020-10-09 00:00:00,19,TYPE5,TASK6,SUCCESS
1907,TASK3844,NODE140,2020-10-09 00:00:00,9,TYPE2,TASK7,SUCCESS
1908,TASK3300,NODE48,2020-10-21 00:00:00,16,TYPE1,TASK5,SUCCESS
1909,TASK319,NODE3,2020-10-19 00:00:00,0,TYPE2,TASK7,SUCCESS
1910,TASK2786,NODE136,2020-10-19 00:00:00,15,TYPE3,TASK4,SUCCESS
1911,TASK26,NODE275,2020-10-15 00:00:00,16,TYPE4,TASK7,SUCCESS
1912,TASK2691,NODE122,2020-10-22 00:00:00,3,TYPE4,TASK1,SUCCESS
1913,TASK2111,NODE167,2020-10-23 00:00:00,5,TYPE3,TASK3,SUCCESS
1914,TASK1770,NODE406,2020-10-17 00:00:00,17,TYPE1,TASK1,SUCCESS
1915,TASK1510,NODE42,2020-10-12 00:00:00,6,TYPE4,TASK8,SUCCESS
1916,TASK1237,NODE346,2020-10-06 00:00:00,10,TYPE1,TASK8,SUCCESS
1917,TASK9547,NODE21,2020-10-16 00:00:00,13,TYPE1,TASK2,SUCCESS
1918,TASK9315,NODE216,2020-10-25 00:00:00,2,TYPE5,TASK7,SUCCESS
1919,TASK9032,NODE429,2020-10-14 00:00:00,3,TYPE1,TASK7,SUCCESS
1920,TASK8845,NODE494,2020-10-16 00:00:00,7,TYPE1,TASK7,SUCCESS
1921,TASK8391,NODE154,2020-10-25 00:00:00,20,TYPE2,TASK9,SUCCESS
1922,TASK8389,NODE419,2020-10-12 00:00:00,15,TYPE4,TASK1,SUCCESS
1923,TASK8165,NODE382,2020-10-21 00:00:00,9,TYPE3,TASK4,SUCCESS
1924,TASK813,NODE43,2020-10-18 00:00:00,8,TYPE1,TASK5,SUCCESS
1925,TASK8041,NODE236,2020-10-23 00:00:00,4,TYPE2,TASK7,SUCCESS
1926,TASK7503,NODE420,2020-10-23 00:00:00,11,TYPE5,TASK4,SUCCESS
1927,TASK7236,NODE294,2020-10-12 00:00:00,11,TYPE5,TASK2,SUCCESS
1928,TASK6910,NODE234,2020-10-21 00:00:00,14,TYPE4,TASK8,SUCCESS
1929,TASK6516,NODE260,2020-10-17 00:00:00,4,TYPE2,TASK7,SUCCESS
1930,TASK6355,NODE477,2020-10-17 00:00:00,5,TYPE4,TASK1,SUCCESS
1931,TASK5822,NODE472,2020-10-21 00:00:00,7,TYPE3,TASK1,SUCCESS
1932,TASK5732,NODE153,2020-10-17 00:00:00,16,TYPE1,TASK4,SUCCESS
1933,TASK5646,NODE277,2020-10-19 00:00:00,7,TYPE4,TASK6,SUCCESS
1934,TASK5527,NODE78,2020-10-13 00:00:00,4,TYPE3,TASK7,SUCCESS
1935,TASK4638,NODE116,2020-10-16 00:00:00,10,TYPE4,TASK2,SUCCESS
1936,TASK4549,NODE203,2020-10-19 00:00:00,3,TYPE1,TASK5,SUCCESS
1937,TASK4531,NODE56,2020-10-21 00:00:00,6,TYPE2,TASK8,SUCCESS
1938,TASK3655,NODE495,2020-10-24 00:00:00,11,TYPE3,TASK9,SUCCESS
1939,TASK3464,NODE69,2020-10-17 00:00:00,7,TYPE5,TASK2,SUCCESS
1940,TASK3371,NODE210,2020-10-03 00:00:00,19,TYPE5,TASK3,SUCCESS
1941,TASK3334,NODE2,2020-10-20 00:00:00,0,TYPE5,TASK3,SUCCESS
1942,TASK3217,NODE334,2020-10-19 00:00:00,11,TYPE2,TASK4,SUCCESS
1943,TASK3149,NODE143,2020-10-07 00:00:00,10,TYPE5,TASK1,SUCCESS
1944,TASK3061,NODE27,2020-10-05 00:00:00,17,TYPE1,TASK7,SUCCESS
1945,TASK3014,NODE1,2020-10-13 00:00:00,5,TYPE5,TASK3,SUCCESS
